0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000278e-02 1.000000000000000056e-01 1.500000000000000222e-01 2.000000000000000111e-01 2.500000000000000000e-01 3.000000000000000444e-01 3.500000000000000333e-01 4.000000000000000222e-01 4.500000000000000111e-01 5.000000000000000000e-01 5.500000000000000444e-01 6.000000000000000888e-01 6.500000000000000222e-01 7.000000000000000666e-01 7.500000000000000000e-01 8.000000000000000444e-01 8.500000000000000888e-01 9.000000000000000222e-01 9.500000000000000666e-01
-2.294999999999999929e+01 9.996711412049705814e-01 9.995453840299213244e-01 9.993774240392129249e-01 9.988827936094734072e-01 9.981115008149541445e-01 9.974609620176679847e-01 9.966284751950000853e-01 9.955655211162551810e-01 9.942226358178493095e-01 9.925588851715229088e-01 9.905337525502742047e-01 9.880914961866366086e-01 9.851929212749137577e-01 9.817804148319621005e-01 9.777792477912865543e-01 9.731908626264627049e-01 9.680916171721759556e-01 9.621446514759983692e-01 9.552974495282812173e-01 9.471798274185052602e-01
-2.284999999999999787e+01 9.992880270591383285e-01 9.990339634711014050e-01 9.987018768335214070e-01 9.976719474878080751e-01 9.961215358505298711e-01 9.949164018619007788e-01 9.934259557928818429e-01 9.915830860496367416e-01 9.893315428283847579e-01 9.866371817147381318e-01 9.834709779478496561e-01 9.797788500990703975e-01 9.755503357635840755e-01 9.707326895184054116e-01 9.652642964889553978e-01 9.592015251251445607e-01 9.526855298830085861e-01 9.453345343335881612e-01 9.371593083689896408e-01 9.277927952617219809e-01
-2.274999999999999645e+01 9.985296762777468027e-01 9.980444045074142734e-01 9.974252363921805031e-01 9.954219372427198786e-01 9.925279885732785079e-01 9.904684037866235968e-01 9.880122507433672929e-01 9.850758688105053507e-01 9.816110203878233298e-01 9.776090068578736636e-01 9.730704870694105724e-01 9.679515941428720183e-01 9.622909788282513199e-01 9.560428758556820394e-01 9.491684563939273289e-01 9.417906631308969878e-01 9.341144828671535949e-01 9.257256960714081995e-01 9.167023248377591527e-01 9.066980986581181234e-01
-2.264999999999999503e+01 9.971107214776101513e-01 9.962378407066451169e-01 9.951520057640351746e-01 9.915187627799064707e-01 9.865406252775544838e-01 9.833082559863935979e-01 9.795964285361050683e-01 9.753081048677262332e-01 9.704221298326617395e-01 9.649727137338944827e-01 9.590048296275482942e-01 9.524848097158262750e-01 9.455123245442987878e-01 9.380425027100012247e-01 9.300620880242207456e-01 9.217621505094777401e-01 9.133985414625951371e-01 9.045392748593727994e-01 8.953243389432229415e-01 8.854288373063835538e-01
-2.254999999999999361e+01 9.946079795533167012e-01 9.931322726208762219e-01 9.913451365241041646e-01 9.852396302156669616e-01 9.773705622719139896e-01 9.727239139617951391e-01 9.675875495072353560e-01 9.618492685202967296e-01 9.555289896045496834e-01 9.487117957684869651e-01 9.414881488778641394e-01 9.338266777176088551e-01 9.258863082918318277e-01 9.176140101659513437e-01 9.090216702312439168e-01 9.003578372039576783e-01 8.919134644388342359e-01 8.832568121078239187e-01 8.745649695411286118e-01 8.655354694004199212e-01
-2.244999999999999218e+01 9.904541470115281188e-01 9.881151483728245477e-01 9.853609143182101571e-01 9.758840304777213204e-01 9.644810939881082179e-01 9.583628922701686870e-01 9.518458011362354032e-01 9.447911130365194143e-01 9.372620623737788481e-01 9.293881935886821877e-01 9.212947709023611154e-01 9.129397371352719892e-01 9.045345621776381684e-01 8.960096605174525664e-01 8.873995941827758083e-01 8.789973787190694665e-01 8.711149377374056701e-01 8.633091225712948846e-01 8.557730144135462513e-01 8.481882634780915087e-01
-2.234999999999999076e+01 9.839801934121841231e-01 9.805119384180690512e-01 9.765453271752646547e-01 9.629881792051838696e-01 9.478345998508118653e-01 9.404331345930645458e-01 9.328178607610989603e-01 9.248050758915145053e-01 9.164929807025375963e-01 9.080397310126490096e-01 8.995920438858474588e-01 8.910889743693214404e-01 8.827824470167296989e-01 8.745874656420473681e-01 8.665534748162715406e-01 8.589982197655351426e-01 8.522309598961050892e-01 8.457915742655656155e-01 8.398373864177289816e-01 8.339779502016974044e-01
-2.224999999999998934e+01 9.745221755090470728e-01 9.697196115026758267e-01 9.643878940557355506e-01 9.465223539561157251e-01 9.279961779128785837e-01 9.197194065326100842e-01 9.114677640751874810e-01 9.029971309571755977e-01 8.944295914333516562e-01 8.859374326538336231e-01 8.776793614615454597e-01 8.695714669359551063e-01 8.619002307349558079e-01 8.545612964040782966e-01 8.476062768811124526e-01 8.413520710091213495e-01 8.360728852386036802e-01 8.312503299341325036e-01 8.269865081747215241e-01 8.227872335804806703e-01
-2.214999999999998792e+01 9.615868334464705569e-01 9.553814347028911635e-01 9.486946035806975708e-01 9.269740580444999489e-01 9.060213878264111731e-01 8.973967324637761589e-01 8.890382368045171013e-01 8.806407224494600117e-01 8.723426863508386697e-01 8.643209184863409611e-01 8.567392945002088034e-01 8.494997541549382802e-01 8.429019664682126933e-01 8.368155882335190920e-01 8.312731979696365014e-01 8.265623551510474787e-01 8.228687228647393326e-01 8.196330795144483039e-01 8.168493116736549320e-01 8.139183192693915103e-01
-2.204999999999998650e+01 9.450284066515629577e-01 9.375455954898687105e-01 9.297112396662976508e-01 9.052650492268521365e-01 8.831873879091832746e-01 8.747417318567075606e-01 8.667719431993399226e-01 8.589202119717650463e-01 8.513397194149021630e-01 8.442093881243460940e-01 8.376892630762943215e-01 8.316594092636723223e-01 8.264237106208166539e-01 8.218018342245054786e-01 8.177835349267128517e-01 8.145796078608319446e-01 8.123288158667830716e-01 8.103656299285174613e-01 8.085880098026516638e-01 8.063219711556521840e-01
-2.194999999999998508e+01 9.251703739308042573e-01 9.167329182494846629e-01 9.081492662547527850e-01 8.825408867145164704e-01 8.607093838011643516e-01 8.528881463317781186e-01 8.457026101825296793e-01 8.387643617409615837e-01 8.322332625606793099e-01 8.262886749811380049e-01 8.210799293050681236e-01 8.164533355350898081e-01 8.126780164025024789e-01 8.095159973460506198e-01 8.067601014139710314e-01 8.049736813909501576e-01 8.037447585983538145e-01 8.025257987015952388e-01 8.011666907240175828e-01 7.989043734095447880e-01
-2.184999999999998366e+01 9.027976535743419406e-01 8.938746623977972261e-01 8.849914597534122018e-01 8.599320242078827281e-01 8.395513239017118323e-01 8.326793614299066171e-01 8.265575293485882824e-01 8.207745602652921635e-01 8.155202659797600173e-01 8.109113529163960443e-01 8.070996610835473595e-01 8.038739170951988422e-01 8.014630231919005476e-01 7.995605770711112781e-01 7.981211928132511124e-01 7.969123128431734315e-01 7.962127387998295669e-01 7.951833019633040012e-01 7.936045276223351319e-01 7.907389849801645942e-01
-2.174999999999998224e+01 8.790139533002790939e-01 8.701104948341200629e-01 8.616213880741596665e-01 8.383897651353859892e-01 8.203583722821117252e-01 8.146405660553395212e-01 8.097439832937596282e-01 8.052656273273113285e-01 8.013280597364818014e-01 7.980704066355386317e-01 7.955809492724781329e-01 7.935925921955665485e-01 7.922883601730544845e-01 7.912728526821447561e-01 7.903552326901620573e-01 7.895607843972659579e-01 7.888275814656577900e-01 7.874076103841890495e-01 7.851090221047464235e-01 7.812066577579683813e-01
-2.164999999999998082e+01 8.550177664177819326e-01 8.466165084861763113e-01 8.385356885632494484e-01 8.185961752931047997e-01 8.034691166291125786e-01 7.989950112666992510e-01 7.953855133007187161e-01 7.921867574651079158e-01 7.895323883521992991e-01 7.874866516729387422e-01 7.861032419298471519e-01 7.850473260823878086e-01 7.844542589341214622e-01 7.838842809562914793e-01 7.830909521312219290e-01 7.821052010194924353e-01 7.808475019710316989e-01 7.786043271420873824e-01 7.752359377572858312e-01 7.700837630576672366e-01
-2.154999999999997939e+01 8.318896630725783892e-01 8.243616058558982385e-01 8.173788752635563482e-01 8.009621762609213658e-01 7.889552276862715763e-01 7.857291217269537498e-01 7.833416599989407869e-01 7.813228030947070302e-01 7.797602120154728533e-01 7.786779103231480370e-01 7.780690152117403224e-01 7.775386837859671330e-01 7.772443730834019959e-01 7.766500267375043842e-01 7.755275212854774169e-01 7.739178618584516833e-01 7.717747245737932582e-01 7.684459310461222437e-01 7.638789457217197709e-01 7.575365353177306860e-01
