0.000000000000000000e+00 2.236999943852424622e-02 1.199999973177909851e-01 6.736000180244445801e-01 2.082999994712508851e-09 9.649000167846679688e-01 0.000000000000000000e+00 2.032799959182739258e+00 1.000000000000000000e+00 6.442000158131122589e-04 -1.000000000000000000e+00 0.000000000000000000e+00 8.079519867897033691e-01 8.113549947738647461e-01
1.000000000000000000e+00 2.242000028491020203e-02 1.133999973535537720e-01 7.030000090599060059e-01 2.037600088655722175e-09 9.638000130653381348e-01 0.000000000000000000e+00 2.032799959182739258e+00 1.000000000000000000e+00 6.442000158131122589e-04 -1.000000000000000000e+00 0.000000000000000000e+00 7.767789959907531738e-01 7.802219986915588379e-01
2.000000000000000000e+00 2.236999943852424622e-02 1.199999973177909851e-01 6.277999877929687500e-01 2.314000102643376522e-09 9.649000167846679688e-01 0.000000000000000000e+00 2.032799959182739258e+00 1.000000000000000000e+00 6.442000158131122589e-04 -6.999999880790710449e-01 -5.000000000000000000e-01 8.081889748573303223e-01 8.115770220756530762e-01
3.000000000000000000e+00 2.260000072419643402e-02 1.290999948978424072e-01 7.160000205039978027e-01 2.243800034662513099e-09 9.876000285148620605e-01 0.000000000000000000e+00 2.686800003051757812e+00 1.000000000000000000e+00 6.442000158131122589e-04 -1.000000000000000000e+00 0.000000000000000000e+00 8.551899790763854980e-01 8.585829734802246094e-01
4.000000000000000000e+00 2.236999943852424622e-02 1.199999973177909851e-01 6.736000180244445801e-01 1.794900006402144754e-09 9.649000167846679688e-01 0.000000000000000000e+00 2.032799959182739258e+00 1.000000000000000000e+00 6.442000158131122589e-04 -1.000000000000000000e+00 0.000000000000000000e+00 7.499989867210388184e-01 7.531589865684509277e-01
9.000000000000000000e+00 2.236999943852424622e-02 1.199999973177909851e-01 6.736000180244445801e-01 2.041699920241057953e-09 9.649000167846679688e-01 0.000000000000000000e+00 3.046000003814697266e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 8.113620281219482422e-01 8.113620281219482422e-01
1.000000000000000000e+01 2.222000062465667725e-02 1.199000030755996704e-01 6.725999712944030762e-01 2.099999951710174173e-09 9.652000069618225098e-01 0.000000000000000000e+00 3.039999961853027344e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 8.236299753189086914e-01 8.236299753189086914e-01
1.100000000000000000e+01 2.222000062465667725e-02 1.199000030755996704e-01 6.725999712944030762e-01 2.541000077016519754e-09 9.652000069618225098e-01 0.000000000000000000e+00 3.039999961853027344e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 9.059929847717285156e-01 9.059929847717285156e-01
1.200000000000000000e+01 2.199999988079071045e-02 1.212000027298927307e-01 6.700000166893005371e-01 2.099999951710174173e-09 9.599999785423278809e-01 0.000000000000000000e+00 3.046000003814697266e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 8.278989791870117188e-01 8.278989791870117188e-01
1.300000000000000000e+01 2.199999988079071045e-02 1.206000000238418579e-01 6.700000166893005371e-01 2.099999951710174173e-09 9.599999785423278809e-01 0.000000000000000000e+00 2.032799959182739258e+00 1.000000000000000000e+00 6.442000158131122589e-04 -1.000000000000000000e+00 0.000000000000000000e+00 8.137149810791015625e-01 8.171349763870239258e-01
